searchUrl,scrapedAt,code,title,companyName,city,contractType,workday,teleworking,publishedAt,link,newBOId
"https://www.infojobs.net/ofertas-trabajo/espana?keyword=python&page=1&sortBy=RELEVANCE&onlyForeignCountry=false&countryIds=17&sinceDate=ANY&provinceIds=33","2026-09-24T09:11:02Z","694a872eb84b0ba839fa86d91335d9","Desarrollador Senior Python (Híbrido)","DEVOTEAM","Madrid","Contrato indefinido","Jornada completa","Híbrido","2026-09-17T08:16:28Z","https://www.infojobs.net/madrid/desarrollador-senior-python-hibrido/of-i694a872eb84b0ba839fa86d91335d9?applicationOrigin=search-new&page=1&sortBy=RELEVANCE","ab33f2ae-c707-4945-a191-e4fbd970d48c"

